from_path,new_url,http_status,title,content_type,source_full_url,needs_manual_review
/,/,200,H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/,
/index.php/products/dmso-rose-scented-cream-aloe-2oz-2,/product.html?slug=dmso-rose-scented-cream-aloe-2oz-2,200,DMSO Rose Scented Cream with Aloe 2oz :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/dmso-rose-scented-cream-aloe-2oz-2,
/index.php/products/dmso-rose-scented-cream-aloe-4oz,/product.html?slug=dmso-rose-scented-cream-aloe-4oz,200,DMSO Rose Scented Cream with Aloe 4oz :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/dmso-rose-scented-cream-aloe-4oz,
/index.php/products/doctor-blend-testo-accel-1,/product.html?slug=doctor-blend-testo-accel-1,200,DOCTOR BLEND TESTO ACCEL :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctor-blend-testo-accel-1,
/index.php/products/doctors-blend-5-1-immune-bo,/product.html?slug=doctors-blend-5-1-immune-bo,200,Doctor's Blend 5 in 1 Immune Booster  :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-5-1-immune-bo,
/index.php/products/doctors-blend-5-1-immune-booster,/product.html?slug=doctors-blend-5-1-immune-booster,200,DOCTOR'S BLEND 5 in 1 IMMUNE BOOSTER :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-5-1-immune-booster,
/index.php/products/doctors-blend-advanced-joint-relief,/product.html?slug=doctors-blend-advanced-joint-relief,200,Doctor's Blend Advanced Joint Relief :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-advanced-joint-relief,
/index.php/products/doctors-blend-advanced-joint-relief-1,/product.html?slug=doctors-blend-advanced-joint-relief-1,200,Doctor's Blend Advanced Joint Relief :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-advanced-joint-relief-1,
/index.php/products/doctors-blend-berberine,/product.html?slug=doctors-blend-berberine,200,Doctor's Blend Berberine :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-berberine,
/index.php/products/doctors-blend-berberine-1,/product.html?slug=doctors-blend-berberine-1,200,Doctor's Blend Berberine :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-berberine-1,
/index.php/products/doctors-blend-blood-sugar,/product.html?slug=doctors-blend-blood-sugar,200,Doctor's Blend Blood Sugar Support :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-blood-sugar,
/index.php/products/doctors-blend-blood-sugar-support,/product.html?slug=doctors-blend-blood-sugar-support,200,DOCTOR'S BLEND BLOOD SUGAR SUPPORT :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-blood-sugar-support,
/index.php/products/doctors-blend-d3-plus-k2,/product.html?slug=doctors-blend-d3-plus-k2,200,Doctor's Blend D3+K2 :: H&M Herbs & Vitamins,text/html; charset=UTF-8,https://hmherbs.com/index.php/products/doctors-blend-d3-plus-k2,
